CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
150686,1,1,Mobile Phone,3,15,COD,Male,3,5,Mobile Phone,5,Single,3,0,18,2,2,1,151
150687,1,,Mobile Phone,3,18,E wallet,Male,2,4,Mobile Phone,1,Married,2,0,19,0,1,0,117
150688,1,3,Computer,3,18,Debit Card,Male,3,1,Grocery,5,Single,5,1,12,1,,0,232
150689,1,10,Mobile Phone,3,15,E wallet,Male,4,5,Fashion,3,Single,3,0,13,1,5,,221
150690,1,1,Computer,1,23,COD,Male,3,4,Mobile Phone,5,Married,3,1,24,1,2,1,151
150691,1,1,Phone,1,30,Debit Card,Male,4,5,Mobile Phone,3,Married,8,1,14,2,2,4,146
150692,1,0,Phone,1,8,Debit Card,Female,2,4,Mobile,5,Divorced,2,1,14,0,2,2,134
150693,1,1,Phone,3,29,E wallet,Male,3,4,Mobile Phone,3,Single,3,1,20,1,2,1,149
150694,1,1,Mobile Phone,1,9,Debit Card,Male,4,5,Mobile Phone,1,Married,8,1,15,2,2,5,152
150695,1,1,Computer,3,10,COD,Male,4,5,Mobile Phone,5,Single,3,1,12,2,2,1,141
150696,1,1,Phone,1,15,Credit Card,Male,4,4,Mobile Phone,5,Single,4,0,22,3,3,1,148
150697,1,2,Phone,1,9,Credit Card,Male,3,3,Mobile Phone,5,Divorced,1,0,13,0,1,3,139
150698,1,16,Mobile Phone,1,7,Debit Card,Male,3,4,Fashion,3,Married,1,1,13,1,1,9,202
150699,1,1,Phone,3,15,E wallet,Female,3,5,Mobile Phone,3,Single,6,0,13,2,3,3,148
150700,1,1,Phone,1,13,Debit Card,Female,3,5,Mobile Phone,5,Married,7,1,22,1,2,4,145
150701,1,1,Mobile Phone,1,25,UPI,Female,4,5,Mobile Phone,1,Single,3,0,20,2,2,3,162
150702,1,1,Phone,3,22,E wallet,Female,3,5,Mobile Phone,3,Married,3,1,13,1,2,1,142
150703,1,1,Mobile Phone,3,11,Cash on Delivery,Male,3,4,Fashion,1,Married,2,0,14,4,4,,228
150704,1,0,Mobile Phone,3,8,Credit Card,Male,2,3,Fashion,1,Single,1,0,16,2,4,7,196
150705,1,1,Mobile Phone,3,15,Debit Card,Male,3,5,Mobile Phone,5,Married,7,0,12,2,2,2,152
150706,1,1,Phone,1,8,Credit Card,Male,3,4,Mobile Phone,3,Single,3,0,17,3,3,3,148
150707,1,5,Mobile Phone,1,16,Debit Card,Male,3,6,Mobile Phone,5,Single,6,0,22,1,2,1,153
150708,1,0,Phone,1,11,Debit Card,Female,3,4,Mobile,5,Married,2,0,17,1,1,0,126
150709,1,0,Computer,3,6,Debit Card,Female,,5,Mobile,4,Single,2,0,11,0,1,0,128
150710,1,7,Computer,1,10,COD,Female,3,4,Mobile,5,Single,1,0,23,0,1,4,131
150711,1,0,Phone,1,13,Debit Card,Female,2,3,Mobile,3,Divorced,3,1,16,1,1,0,135
150712,1,1,Mobile Phone,3,30,Credit Card,Male,3,6,Fashion,5,Single,3,0,23,8,10,,229
150713,1,8,Mobile Phone,3,6,COD,Female,4,4,Mobile Phone,4,Single,3,1,16,2,2,3,154
150714,1,16,Computer,3,30,Debit Card,Male,4,4,Mobile Phone,4,Single,4,1,16,8,8,8,152
150715,1,1,Phone,1,29,Credit Card,Male,3,4,Mobile Phone,5,Single,7,0,13,1,2,5,149
150716,1,1,Phone,3,19,Credit Card,Male,3,6,Mobile Phone,5,Married,2,0,17,2,2,3,145
150717,1,1,Phone,1,34,Debit Card,Female,3,5,Mobile Phone,5,Single,7,0,20,1,2,4,145
150718,1,1,Mobile Phone,3,22,E wallet,Female,4,4,Fashion,5,Single,4,0,15,2,2,1,207
150719,1,0,Mobile Phone,3,16,Credit Card,Male,2,3,Fashion,1,Married,1,0,12,3,4,7,196
150720,1,0,Phone,1,31,Debit Card,Female,3,3,Mobile,1,Single,7,1,25,1,1,2,129
150721,1,1,Mobile Phone,1,8,Debit Card,Male,4,4,Mobile Phone,2,Single,3,0,14,6,8,9,152
150722,1,,Mobile Phone,1,27,Debit Card,Male,3,3,Mobile Phone,3,Married,2,0,13,1,1,0,114
150723,1,0,Phone,3,18,Debit Card,Female,3,4,Mobile Phone,5,Divorced,4,0,18,1,2,2,144
150724,1,1,Phone,1,14,Credit Card,Male,3,6,Mobile Phone,1,Married,3,0,13,2,2,2,148
150725,1,1,Phone,1,9,Debit Card,Female,4,4,Mobile Phone,3,Single,3,0,12,2,2,1,139
150726,1,1,Phone,1,24,Credit Card,Male,3,4,Mobile Phone,3,Married,3,1,17,1,2,2,149
150727,1,,Computer,3,11,E wallet,Male,3,4,Mobile Phone,3,Single,2,1,11,0,1,0,119
150728,1,0,Mobile Phone,3,33,Debit Card,Male,2,3,Fashion,1,Single,2,1,18,3,3,7,203
150729,1,0,Phone,3,15,Debit Card,Female,3,3,Mobile Phone,5,Married,7,0,12,1,2,2,144
150730,1,1,Phone,3,17,Debit Card,Female,3,6,Mobile Phone,4,Married,3,0,22,2,2,1,148
150731,1,1,Mobile Phone,3,16,Credit Card,Male,3,4,Mobile Phone,2,Single,3,0,17,2,2,1,152
150732,1,1,Phone,1,13,Credit Card,Male,3,4,Mobile Phone,5,Married,3,1,22,2,2,1,149
150733,1,1,Computer,1,9,Credit Card,Male,4,6,Mobile Phone,5,Single,3,0,12,1,2,1,144
150734,1,1,Mobile Phone,1,6,Debit Card,Male,3,6,Mobile Phone,3,Single,3,1,13,2,2,3,162
150735,1,1,Phone,1,21,UPI,Male,3,5,Laptop & Accessory,3,Married,9,0,14,3,3,,224
150736,1,1,Phone,1,13,Credit Card,Female,4,5,Mobile Phone,5,Single,8,1,12,2,2,1,149
150737,1,1,Mobile Phone,3,20,Debit Card,Female,3,6,Mobile Phone,4,Married,2,1,18,2,2,3,155
150738,1,1,Computer,3,13,Debit Card,Male,3,4,Mobile Phone,1,Single,3,1,19,1,2,1,145
150739,1,16,Mobile Phone,1,18,Cash on Delivery,Female,3,3,Others,3,Married,9,0,,5,6,9,298
150740,1,1,Phone,1,30,Credit Card,Male,3,4,Mobile Phone,1,Married,3,0,13,2,2,2,148
150741,1,1,Phone,1,15,Credit Card,Female,3,5,Mobile Phone,5,Married,3,1,18,1,2,1,148
150742,1,1,Computer,1,16,Credit Card,Male,3,4,Mobile Phone,3,Divorced,9,1,18,2,2,5,167
150743,1,1,Mobile Phone,1,8,Debit Card,Male,4,6,Mobile Phone,2,Married,3,1,13,1,2,1,151
150744,1,10,Mobile Phone,3,19,E wallet,Female,3,1,Fashion,3,Single,5,1,11,2,2,0,209
150745,1,,Computer,3,15,Credit Card,Male,3,1,Mobile Phone,1,Single,2,0,13,0,1,0,116
150746,1,1,Phone,1,8,Credit Card,Male,3,4,Mobile Phone,3,Single,7,0,17,1,2,4,149
150747,1,1,Computer,1,14,Debit Card,Male,3,4,Mobile Phone,3,Married,3,1,17,2,2,1,154
150748,1,0,Computer,1,10,Cash on Delivery,Male,2,3,Fashion,5,Single,10,1,22,1,1,2,200
150749,1,0,Mobile Phone,3,10,Credit Card,Male,2,4,Fashion,2,Divorced,10,0,11,0,6,0,203
150750,1,0,Computer,1,13,Credit Card,Female,2,3,Mobile Phone,5,Married,2,1,22,1,14,1,148
150751,1,1,Computer,1,31,Debit Card,Male,4,4,Mobile Phone,1,Single,3,1,25,1,2,1,154
150752,1,1,Mobile Phone,1,22,Credit Card,Female,3,4,Mobile Phone,3,Married,8,1,13,3,3,2,169
150753,1,0,Computer,1,12,Debit Card,Male,3,5,Mobile Phone,5,Married,2,0,18,3,6,7,139
150754,1,1,Mobile Phone,1,34,Debit Card,Female,3,4,Mobile Phone,1,Single,3,0,17,2,2,1,155
150755,1,0,Mobile Phone,3,15,Debit Card,Female,2,4,Fashion,5,Married,2,0,12,6,9,8,204
150756,1,7,Mobile Phone,1,27,Debit Card,Female,3,3,Fashion,3,Divorced,10,0,13,2,3,6,205
150757,1,1,Computer,3,14,Credit Card,Male,3,5,Mobile Phone,3,Married,2,1,12,1,2,1,152
150758,1,1,Phone,1,36,Credit Card,Male,4,4,Mobile Phone,5,Married,3,1,20,1,2,1,149
150759,1,1,Phone,1,30,Credit Card,Male,3,4,Mobile Phone,1,Married,3,0,13,1,2,3,148
150760,1,14,Mobile Phone,3,23,E wallet,Female,3,5,Mobile Phone,3,Married,3,0,14,2,2,3,152
150761,1,1,Computer,1,9,Credit Card,Male,4,4,Mobile Phone,5,Married,7,0,13,2,2,1,151
150762,1,1,Phone,1,31,Credit Card,Female,3,6,Mobile Phone,4,Married,6,1,18,2,3,3,148
150763,1,1,Computer,1,11,Credit Card,Female,3,4,Mobile Phone,3,Married,4,1,11,1,2,1,157
150764,1,1,Computer,3,31,COD,Female,3,4,Laptop & Accessory,5,Single,5,0,18,1,3,,224
150765,1,1,Mobile Phone,3,19,E wallet,Male,3,5,Laptop & Accessory,3,Single,3,1,11,2,2,4,182
150766,1,13,Computer,3,7,Debit Card,Male,3,3,Laptop & Accessory,5,Divorced,8,0,12,1,1,0,147
150767,1,0,Computer,1,16,Debit Card,Male,3,4,Laptop & Accessory,5,Single,2,0,15,1,1,6,161
150768,1,1,Computer,3,32,Debit Card,Male,4,5,Laptop & Accessory,5,Married,5,0,14,1,3,3,171
150769,1,0,Phone,1,7,Debit Card,Female,2,4,Laptop & Accessory,4,Single,4,0,12,1,1,1,148
150770,1,1,Mobile Phone,3,12,Debit Card,Female,4,6,Laptop & Accessory,3,Divorced,7,1,18,2,3,3,186
150771,1,0,Mobile Phone,1,9,Cash on Delivery,Male,3,5,Laptop & Accessory,1,Married,5,0,17,6,7,7,162
150772,1,1,Mobile Phone,1,15,Credit Card,Female,3,4,Mobile Phone,3,Single,9,1,12,2,2,4,159
150773,1,0,Phone,1,8,Credit Card,Female,2,3,Mobile Phone,3,Single,8,0,17,1,1,4,142
150774,1,21,Mobile Phone,1,9,Cash on Delivery,Female,3,4,Others,1,Married,9,0,17,8,14,9,317
150775,1,1,Computer,3,19,COD,Male,3,4,Laptop & Accessory,4,Single,8,0,11,2,3,3,175
150776,1,1,Phone,3,6,Debit Card,Female,4,5,Laptop & Accessory,3,Married,3,0,12,2,7,,222
150777,1,21,Computer,1,30,Debit Card,Male,3,5,Mobile Phone,3,Single,11,0,13,1,2,1,151
150778,1,0,Mobile Phone,3,6,Credit Card,Female,2,4,Fashion,5,Divorced,6,0,15,5,11,46,206
150779,1,18,Phone,3,19,Credit Card,Male,2,3,Laptop & Accessory,5,Married,5,0,17,0,7,3,152
150780,1,1,Mobile Phone,1,20,Debit Card,Male,4,6,Laptop & Accessory,4,Divorced,3,0,18,2,2,7,186
150781,1,0,Mobile Phone,1,13,Credit Card,Female,2,4,Mobile Phone,5,Single,2,0,12,1,1,1,110
150782,1,0,Computer,3,20,COD,Male,3,3,Laptop & Accessory,4,Single,6,0,12,1,1,2,153
150783,1,0,Phone,3,6,Debit Card,Male,2,5,Laptop & Accessory,5,Married,7,0,11,0,2,2,154
150784,1,1,Computer,3,32,E wallet,Male,4,4,Laptop & Accessory,5,Single,5,0,15,1,2,4,207
150785,1,0,Phone,1,35,Credit Card,Male,3,5,Laptop & Accessory,3,Single,6,0,22,1,1,0,148
150786,1,1,Phone,1,9,Debit Card,Male,3,2,Laptop & Accessory,3,Married,10,1,19,2,2,3,172
150787,1,0,Computer,3,19,E wallet,Male,2,3,Laptop & Accessory,5,Married,1,1,13,3,7,7,158
150788,1,1,Computer,3,32,E wallet,Male,4,4,Laptop & Accessory,1,Married,7,1,11,2,2,3,178
150789,1,1,Mobile Phone,3,12,Debit Card,Male,3,6,Laptop & Accessory,4,Single,8,1,20,1,2,1,192
150790,1,0,Mobile Phone,1,35,Debit Card,Male,3,3,Laptop & Accessory,4,Divorced,3,1,19,0,1,2,142
150791,1,1,Phone,1,14,Credit Card,Female,3,3,Laptop & Accessory,4,Divorced,8,1,15,1,1,0,167
150792,1,10,Mobile Phone,3,30,Debit Card,Male,3,1,Laptop & Accessory,5,Single,5,1,13,1,1,3,164
150793,1,1,Mobile Phone,1,22,Credit Card,Male,2,3,Laptop & Accessory,1,Married,5,0,12,1,1,4,149
150794,1,11,Mobile Phone,1,9,Debit Card,Female,4,2,Laptop & Accessory,3,Single,6,0,12,2,2,1,173
150795,1,0,Computer,3,17,Credit Card,Male,2,3,Laptop & Accessory,5,Married,4,0,18,3,7,7,194
150796,1,1,Mobile Phone,3,15,Credit Card,Male,3,4,Laptop & Accessory,5,Divorced,10,0,15,2,2,3,172
150797,1,1,Mobile Phone,3,33,E wallet,Female,4,5,Laptop & Accessory,5,Single,7,0,16,2,2,5,178
150798,1,0,Phone,1,14,Credit Card,Male,2,2,Laptop & Accessory,4,Married,9,1,15,1,1,0,147
150799,1,1,Phone,3,17,Debit Card,Female,2,3,Laptop & Accessory,4,Married,5,0,22,0,1,0,167
150800,1,13,Mobile Phone,3,15,E wallet,Female,2,4,Laptop & Accessory,4,Single,4,0,13,1,1,3,168
150801,1,1,Computer,3,25,E wallet,Female,4,5,Laptop & Accessory,3,Married,7,1,19,2,3,3,186
150802,1,9,Mobile Phone,3,12,E wallet,Female,4,4,Laptop & Accessory,3,Single,4,1,14,1,2,1,168
150803,1,1,Computer,3,11,E wallet,Female,3,4,Laptop & Accessory,4,Single,9,0,19,1,2,2,184
150804,1,1,Mobile Phone,1,36,Credit Card,Male,3,5,Laptop & Accessory,3,Single,3,0,23,5,8,5,183
150805,1,14,Computer,3,33,E wallet,Female,3,4,Laptop & Accessory,1,Married,5,1,12,1,2,1,172
150806,1,0,Phone,1,,CC,Male,2,3,Mobile,4,Married,5,1,17,1,2,2,123
150807,1,0,Phone,1,,COD,Male,3,3,Mobile,4,Married,2,0,16,1,1,0,125
150808,1,0,Phone,2,,COD,Female,,2,Mobile,1,Single,2,0,12,0,2,2,127
150809,1,0,Phone,2,,COD,Male,2,4,Mobile,3,Married,2,0,11,0,1,0,126
150810,1,0,Phone,1,,COD,Female,3,4,Mobile,3,Married,7,1,16,1,1,0,124
150811,1,0,Phone,1,24,COD,Male,,3,Mobile,1,Married,2,0,13,1,1,0,130
150812,1,0,Phone,2,15,COD,Female,,5,Mobile,3,Divorced,2,1,15,2,2,2,127
150813,1,0,Phone,3,6,CC,Female,,5,Mobile,3,Married,2,1,19,2,2,2,128
150814,1,0,Computer,3,,COD,Male,2,3,Mobile,5,Single,2,1,21,0,1,0,124
150815,1,20,Computer,1,,COD,Male,2,4,Mobile,3,Married,10,1,16,0,1,0,124
150816,1,0,Phone,3,23,E wallet,Male,,3,Mobile,4,Single,2,1,13,2,2,2,128
150817,1,0,Phone,1,8,Debit Card,Male,2,4,Mobile,2,Single,2,0,22,1,1,0,123
150818,1,0,Phone,3,26,Debit Card,Male,,4,Mobile,3,Married,2,1,11,0,1,0,127
150819,1,0,Computer,1,22,COD,Male,,3,Mobile,5,Married,1,1,23,0,1,4,131
150820,1,0,Phone,3,30,Debit Card,Male,3,3,Mobile,5,Married,2,0,14,1,1,0,126
150821,1,0,Computer,1,27,Debit Card,Male,,3,Mobile,3,Married,2,1,12,0,1,2,129
150822,1,0,Phone,1,,Debit Card,Female,3,3,Mobile,3,Single,2,0,20,1,1,0,125
150823,1,0,Phone,1,11,Debit Card,Female,,3,Mobile,5,Married,2,0,17,0,1,0,129
150824,1,4,Mobile Phone,3,33,E wallet,Male,3,5,Fashion,5,Single,4,0,16,1,2,,216
150825,1,,Computer,1,16,CC,Female,3,3,Mobile Phone,4,Single,2,1,25,1,1,0,119
150826,1,0,Computer,1,9,COD,Female,3,3,Mobile,5,Single,2,0,22,5,9,7,133
150827,1,,Computer,3,30,Debit Card,Female,3,3,Mobile,5,Married,2,0,14,6,7,8,120
150828,1,1,Phone,1,21,Credit Card,Female,3,4,Laptop & Accessory,2,Married,3,0,11,5,8,8,183
150829,1,1,Computer,1,13,Credit Card,Female,3,4,Laptop & Accessory,5,Single,3,0,12,2,8,8,183
150830,1,5,Mobile Phone,3,23,E wallet,Female,4,3,Laptop & Accessory,4,Single,10,1,13,2,2,6,185
150831,1,15,Computer,1,20,UPI,Female,3,6,Fashion,2,Single,4,1,12,2,2,4,232
150832,1,19,Mobile Phone,1,8,Credit Card,Male,4,4,Others,5,Married,7,1,,2,2,5,324
150833,1,1,Phone,1,9,Debit Card,Male,3,5,Mobile Phone,5,Married,3,0,21,1,2,1,147
150834,1,,Mobile Phone,1,25,UPI,Female,2,4,Mobile Phone,2,Single,2,0,20,0,1,0,116
150835,1,1,Mobile Phone,1,18,Cash on Delivery,Male,3,4,Fashion,3,Divorced,2,0,,5,8,9,202
150836,1,1,Phone,1,32,Debit Card,Male,4,4,Mobile Phone,4,Married,3,1,20,2,2,1,139
150837,1,1,Computer,3,24,E wallet,Male,3,6,Mobile Phone,3,Married,3,1,18,2,3,3,148
150838,1,1,Phone,1,27,Credit Card,Male,4,4,Mobile Phone,4,Married,4,1,12,3,3,1,148
150839,1,1,Phone,1,8,Credit Card,Male,4,4,Mobile Phone,1,Married,4,1,13,3,3,1,148
150840,1,0,Phone,1,17,Credit Card,Male,2,3,Mobile Phone,1,Married,2,0,11,1,1,2,140
150841,1,1,Phone,1,35,Credit Card,Male,3,6,Mobile Phone,3,Single,3,0,22,1,2,2,148
150842,1,1,Computer,1,9,Debit Card,Male,3,4,Mobile Phone,1,Married,2,1,14,4,4,1,148
150843,1,1,Mobile Phone,1,15,Credit Card,Male,3,6,Mobile Phone,4,Married,9,0,16,2,2,4,159
150844,1,7,Mobile Phone,1,21,Credit Card,Male,3,3,Fashion,1,Married,2,0,11,0,1,5,180
150845,1,1,Computer,1,9,Debit Card,Male,3,4,Mobile Phone,3,Single,2,1,13,1,2,1,149
150846,1,10,Mobile Phone,3,19,Credit Card,Female,4,5,Fashion,5,Married,3,0,17,1,5,,221
150847,1,1,Mobile Phone,1,7,Debit Card,Female,3,5,Mobile Phone,3,Single,3,1,15,1,2,1,152
150848,1,7,Mobile Phone,1,17,Credit Card,Male,3,4,Fashion,3,Single,10,0,12,2,3,6,205
150849,1,1,Mobile Phone,1,12,Debit Card,Female,3,4,Mobile Phone,1,Single,3,1,18,2,3,3,152
150850,1,1,Computer,1,17,Debit Card,Male,3,4,Mobile Phone,3,Single,3,0,21,2,2,3,147
150851,1,1,Computer,3,34,Debit Card,Female,4,4,Mobile Phone,2,Single,2,1,19,2,2,1,147
150852,1,1,Mobile Phone,3,11,Debit Card,Female,4,5,Mobile Phone,4,Single,5,1,19,2,3,3,169
150853,1,0,Computer,1,8,Credit Card,Female,3,3,Mobile,4,Married,2,0,11,5,9,7,133
150854,1,11,Mobile Phone,1,29,Debit Card,Male,3,3,Fashion,3,Married,10,1,13,0,1,0,154
150855,1,1,Computer,1,22,Credit Card,Male,4,4,Mobile Phone,3,Divorced,3,0,13,6,10,8,164
150856,1,1,Mobile Phone,1,16,Credit Card,Female,3,3,Mobile Phone,5,Single,8,0,23,1,3,2,169
150857,1,1,Mobile Phone,1,13,Credit Card,Female,4,4,Mobile Phone,5,Married,7,1,14,2,2,3,165
150858,1,0,Mobile Phone,3,14,Debit Card,Male,2,3,Laptop & Accessory,1,Married,6,1,22,1,1,0,158
150859,1,5,Mobile Phone,3,33,E wallet,Male,4,5,Laptop & Accessory,1,Married,10,0,12,2,2,6,185
150860,1,0,Computer,3,33,E wallet,Female,2,3,Laptop & Accessory,5,Single,6,1,16,0,1,4,158
150861,1,1,Phone,3,20,Credit Card,Female,3,5,Laptop & Accessory,5,Married,3,0,18,3,8,8,187
150862,1,0,Mobile Phone,1,9,Credit Card,Male,3,3,Laptop & Accessory,5,Married,10,0,13,1,2,0,146
150863,1,1,Mobile Phone,3,23,Debit Card,Female,3,6,Laptop & Accessory,5,Single,8,1,21,2,3,3,175
150864,1,0,Mobile Phone,1,9,Credit Card,Female,3,3,Laptop & Accessory,5,Single,5,0,12,0,1,7,153
150865,1,0,Mobile Phone,3,10,Credit Card,Male,3,3,Laptop & Accessory,1,Married,2,1,11,1,1,1,149
150866,1,1,Mobile Phone,1,7,Credit Card,Female,4,5,Laptop & Accessory,1,Married,7,1,14,2,2,1,173
150867,1,1,Mobile Phone,3,8,Credit Card,Female,4,4,Laptop & Accessory,3,Single,3,0,17,1,2,9,181
150868,1,1,Mobile Phone,1,36,Credit Card,Female,4,6,Laptop & Accessory,5,Married,3,1,20,2,2,7,186
150869,1,15,Mobile Phone,1,35,Credit Card,Female,2,4,Laptop & Accessory,5,Married,3,1,19,7,7,7,149
150870,1,0,Mobile Phone,3,16,Debit Card,Male,3,4,Laptop & Accessory,4,Married,2,0,21,3,6,7,162
150871,1,0,Mobile Phone,3,10,Cash on Delivery,Male,3,5,Laptop & Accessory,5,Single,2,1,22,3,6,7,197
150872,1,,Phone,3,8,CC,Male,2,3,Mobile,3,Single,4,0,13,1,1,2,120
150873,1,,Phone,1,,COD,Male,2,5,Mobile,1,Single,2,0,12,1,2,0,123
150874,1,0,Phone,3,6,CC,Male,,3,Mobile,3,Married,2,1,19,0,1,0,129
150875,1,0,Phone,1,,COD,Male,2,3,Mobile,4,Married,2,0,16,0,1,0,124
150876,1,20,Phone,1,,COD,Male,2,3,Mobile,2,Single,5,1,18,0,1,0,125
150877,1,0,Computer,3,,CC,Female,,5,Mobile,3,Married,2,1,11,4,7,7,127
150878,1,,Phone,1,,COD,Female,2,3,Mobile,3,Married,5,0,11,1,1,2,121
150879,1,,Phone,3,7,CC,Female,2,3,Mobile,3,Single,4,0,13,1,1,2,120
150880,1,20,Phone,2,12,UPI,Male,2,3,Mobile,5,Married,5,1,22,1,1,0,125
150881,1,0,Phone,1,,Debit Card,Male,3,3,Mobile,1,Married,7,1,14,1,1,0,124
